uniprot_id	elm	kegg_id	kegg_name
P04049	MOD_PKB_1	hsa04660	T cell receptor signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04662	B cell receptor signaling pathway 
P04049	MOD_PKB_1	hsa04662	B cell receptor signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04664	Fc epsilon RI signaling pathway 
P04049	MOD_PKB_1	hsa04664	Fc epsilon RI signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04666	Fc gamma R mediated phagocytosis 
P04049	MOD_PKB_1	hsa04666	Fc gamma R mediated phagocytosis 
P04049	LIG_14-3-3_CanoR_1	hsa04720	Long term potentiation 
P04049	MOD_PKB_1	hsa04720	Long term potentiation 
P04049	LIG_14-3-3_CanoR_1	hsa04722	Neurotrophin signaling pathway 
P04049	MOD_PKB_1	hsa04722	Neurotrophin signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04726	Serotonergic synapse 
P04049	MOD_PKB_1	hsa04726	Serotonergic synapse 
P04049	LIG_14-3-3_CanoR_1	hsa04730	Long term depression 
P04049	MOD_PKB_1	hsa04730	Long term depression 
P04049	LIG_14-3-3_CanoR_1	hsa04810	Regulation of actin cytoskeleton 
P04049	MOD_PKB_1	hsa04810	Regulation of actin cytoskeleton 
P04049	LIG_14-3-3_CanoR_1	hsa04910	Insulin signaling pathway 
P04049	MOD_PKB_1	hsa04910	Insulin signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04912	GnRH signaling pathway 
P04049	MOD_PKB_1	hsa04912	GnRH signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04914	Progesterone mediated oocyte maturation 
P04049	MOD_PKB_1	hsa04914	Progesterone mediated oocyte maturation 
P04049	LIG_14-3-3_CanoR_1	hsa04915	Estrogen signaling pathway 
P04049	MOD_PKB_1	hsa04915	Estrogen signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04916	Melanogenesis 
P04049	MOD_PKB_1	hsa04916	Melanogenesis 
P04049	LIG_14-3-3_CanoR_1	hsa04917	Prolactin signaling pathway 
P04049	MOD_PKB_1	hsa04917	Prolactin signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04919	Thyroid hormone signaling pathway 
P04049	MOD_PKB_1	hsa04919	Thyroid hormone signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa04921	Oxytocin signaling pathway 
P04049	MOD_PKB_1	hsa04921	Oxytocin signaling pathway 
P04049	LIG_14-3-3_CanoR_1	hsa05034	Alcoholism 
P04049	MOD_PKB_1	hsa05034	Alcoholism 
P04049	LIG_14-3-3_CanoR_1	hsa05152	Tuberculosis 
P04049	MOD_PKB_1	hsa05152	Tuberculosis 
P04049	LIG_14-3-3_CanoR_1	hsa05160	Hepatitis C 
P04049	MOD_PKB_1	hsa05160	Hepatitis C 
P04049	LIG_14-3-3_CanoR_1	hsa05161	Hepatitis B 
P04049	MOD_PKB_1	hsa05161	Hepatitis B 
P04049	LIG_14-3-3_CanoR_1	hsa05164	Influenza A 
P04049	MOD_PKB_1	hsa05164	Influenza A 
P04049	LIG_14-3-3_CanoR_1	hsa05200	Pathways in cancer 
P04049	MOD_PKB_1	hsa05200	Pathways in cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05205	Proteoglycans in cancer 
P04049	MOD_PKB_1	hsa05205	Proteoglycans in cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05206	MicroRNAs in cancer 
P04049	MOD_PKB_1	hsa05206	MicroRNAs in cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05210	Colorectal cancer 
P04049	MOD_PKB_1	hsa05210	Colorectal cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05211	Renal cell carcinoma 
P04049	MOD_PKB_1	hsa05211	Renal cell carcinoma 
P04049	LIG_14-3-3_CanoR_1	hsa05212	Pancreatic cancer 
P04049	MOD_PKB_1	hsa05212	Pancreatic cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05213	Endometrial cancer 
P04049	MOD_PKB_1	hsa05213	Endometrial cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05214	Glioma 
P04049	MOD_PKB_1	hsa05214	Glioma 
P04049	LIG_14-3-3_CanoR_1	hsa05215	Prostate cancer 
P04049	MOD_PKB_1	hsa05215	Prostate cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05218	Melanoma 
P04049	MOD_PKB_1	hsa05218	Melanoma 
P04049	LIG_14-3-3_CanoR_1	hsa05219	Bladder cancer 
P04049	MOD_PKB_1	hsa05219	Bladder cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05220	Chronic myeloid leukemia 
P04049	MOD_PKB_1	hsa05220	Chronic myeloid leukemia 
P04049	LIG_14-3-3_CanoR_1	hsa05221	Acute myeloid leukemia 
P04049	MOD_PKB_1	hsa05221	Acute myeloid leukemia 
P04049	LIG_14-3-3_CanoR_1	hsa05223	Non small cell lung cancer 
P04049	MOD_PKB_1	hsa05223	Non small cell lung cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05230	Central carbon metabolism in cancer 
P04049	MOD_PKB_1	hsa05230	Central carbon metabolism in cancer 
P04049	LIG_14-3-3_CanoR_1	hsa05231	Choline metabolism in cancer 
P04049	MOD_PKB_1	hsa05231	Choline metabolism in cancer 
P04070	MOD_N-GLC_2	hsa04610	Complement and coagulation cascades 
P04150	MOD_SUMO_for_1	hsa04080	Neuroactive ligand receptor interaction 
P04156	MOD_N-GLC_1	hsa05020	Prion diseases 
P04233	TRG_ER_diArg_1	hsa04612	Antigen processing and presentation 
P04233	TRG_LysEnd_APsAcLL_1	hsa04612	Antigen processing and presentation 
P04233	TRG_ER_diArg_1	hsa05152	Tuberculosis 
P04233	TRG_LysEnd_APsAcLL_1	hsa05152	Tuberculosis 
P04233	TRG_ER_diArg_1	hsa05168	Herpes simplex infection 
P04233	TRG_LysEnd_APsAcLL_1	hsa05168	Herpes simplex infection 
P04234	LIG_TYR_ITAM	hsa04640	Hematopoietic cell lineage 
P04234	LIG_TYR_ITAM	hsa04660	T cell receptor signaling pathway 
P04234	LIG_TYR_ITAM	hsa05142	Chagas disease (American trypanosomiasis) 
P04234	LIG_TYR_ITAM	hsa05162	Measles 
P04234	LIG_TYR_ITAM	hsa05166	HTLV I infection 
P04234	LIG_TYR_ITAM	hsa05340	Primary immunodeficiency 
P04235	TRG_LysEnd_APsAcLL_1	mmu04640	Hematopoietic cell lineage 
P04235	TRG_LysEnd_APsAcLL_1	mmu04660	T cell receptor signaling pathway 
P04235	TRG_LysEnd_APsAcLL_1	mmu05142	Chagas disease (American trypanosomiasis) 
P04235	TRG_LysEnd_APsAcLL_1	mmu05162	Measles 
P04235	TRG_LysEnd_APsAcLL_1	mmu05166	HTLV I infection 
P04235	TRG_LysEnd_APsAcLL_1	mmu05340	Primary immunodeficiency 
P04275	LIG_RGD	hsa04151	PI3K Akt signaling pathway 
P04275	MOD_N-GLC_2	hsa04151	PI3K Akt signaling pathway 
P04275	LIG_RGD	hsa04510	Focal adhesion 
P04275	MOD_N-GLC_2	hsa04510	Focal adhesion 
P04275	LIG_RGD	hsa04512	ECM receptor interaction 
P04275	MOD_N-GLC_2	hsa04512	ECM receptor interaction 
P04275	LIG_RGD	hsa04610	Complement and coagulation cascades 
P04275	MOD_N-GLC_2	hsa04610	Complement and coagulation cascades 
P04275	LIG_RGD	hsa04611	Platelet activation 
P04275	MOD_N-GLC_2	hsa04611	Platelet activation 
P04626	LIG_PDZ_Class_2	hsa04012	ErbB signaling pathway 
P04626	LIG_SH2_GRB2like	hsa04012	ErbB signaling pathway 
P04626	LIG_PDZ_Class_2	hsa04020	Calcium signaling pathway 
P04626	LIG_SH2_GRB2like	hsa04020	Calcium signaling pathway 
P04626	LIG_PDZ_Class_2	hsa04066	HIF 1 signaling pathway 
P04626	LIG_SH2_GRB2like	hsa04066	HIF 1 signaling pathway 
P04626	LIG_PDZ_Class_2	hsa04510	Focal adhesion 
P04626	LIG_SH2_GRB2like	hsa04510	Focal adhesion 
P04626	LIG_PDZ_Class_2	hsa04520	Adherens junction 
P04626	LIG_SH2_GRB2like	hsa04520	Adherens junction 
P04626	LIG_PDZ_Class_2	hsa05200	Pathways in cancer 
P04626	LIG_SH2_GRB2like	hsa05200	Pathways in cancer 
P04626	LIG_PDZ_Class_2	hsa05205	Proteoglycans in cancer 
P04626	LIG_SH2_GRB2like	hsa05205	Proteoglycans in cancer 
P04626	LIG_PDZ_Class_2	hsa05206	MicroRNAs in cancer 
P04626	LIG_SH2_GRB2like	hsa05206	MicroRNAs in cancer 
P04626	LIG_PDZ_Class_2	hsa05212	Pancreatic cancer 
P04626	LIG_SH2_GRB2like	hsa05212	Pancreatic cancer 
P04626	LIG_PDZ_Class_2	hsa05213	Endometrial cancer 
P04626	LIG_SH2_GRB2like	hsa05213	Endometrial cancer 
P04626	LIG_PDZ_Class_2	hsa05215	Prostate cancer 
P04626	LIG_SH2_GRB2like	hsa05215	Prostate cancer 
P04626	LIG_PDZ_Class_2	hsa05219	Bladder cancer 
P04626	LIG_SH2_GRB2like	hsa05219	Bladder cancer 
P04626	LIG_PDZ_Class_2	hsa05223	Non small cell lung cancer 
P04626	LIG_SH2_GRB2like	hsa05223	Non small cell lung cancer 
P04626	LIG_PDZ_Class_2	hsa05230	Central carbon metabolism in cancer 
P04626	LIG_SH2_GRB2like	hsa05230	Central carbon metabolism in cancer 
P04629	LIG_PTB_Phospho_1	hsa04010	MAPK signaling pathway 
P04629	LIG_PTB_Phospho_1	hsa04144	Endocytosis 
P04629	LIG_PTB_Phospho_1	hsa04210	Apoptosis 
P04629	LIG_PTB_Phospho_1	hsa04722	Neurotrophin signaling pathway 
P04629	LIG_PTB_Phospho_1	hsa04750	Inflammatory mediator regulation of TRP channels 
P04629	LIG_PTB_Phospho_1	hsa05200	Pathways in cancer 
P04629	LIG_PTB_Phospho_1	hsa05202	Transcriptional misregulation in cancer 
P04629	LIG_PTB_Phospho_1	hsa05216	Thyroid cancer 
P04629	LIG_PTB_Phospho_1	hsa05230	Central carbon metabolism in cancer 
P04637	DEG_MDM2_SWIB_1	hsa04010	MAPK signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04010	MAPK signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04010	MAPK signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04010	MAPK signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04010	MAPK signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04010	MAPK signaling pathway 
P04637	MOD_CK1_1	hsa04010	MAPK signaling pathway 
P04637	MOD_GSK3_1	hsa04010	MAPK signaling pathway 
P04637	MOD_PIKK_1	hsa04010	MAPK signaling pathway 
P04637	MOD_SUMO_for_1	hsa04010	MAPK signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04010	MAPK signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04010	MAPK signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04071	Sphingolipid signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04071	Sphingolipid signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04071	Sphingolipid signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04071	Sphingolipid signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04071	Sphingolipid signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04071	Sphingolipid signaling pathway 
P04637	MOD_CK1_1	hsa04071	Sphingolipid signaling pathway 
P04637	MOD_GSK3_1	hsa04071	Sphingolipid signaling pathway 
P04637	MOD_PIKK_1	hsa04071	Sphingolipid signaling pathway 
P04637	MOD_SUMO_for_1	hsa04071	Sphingolipid signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04071	Sphingolipid signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04071	Sphingolipid signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04110	Cell cycle 
P04637	DOC_CYCLIN_RXL_1	hsa04110	Cell cycle 
P04637	DOC_USP7_MATH_1	hsa04110	Cell cycle 
P04637	DOC_USP7_UBL2_3	hsa04110	Cell cycle 
P04637	DOC_WW_Pin1_4	hsa04110	Cell cycle 
P04637	MOD_CDK_SPxxK_3	hsa04110	Cell cycle 
P04637	MOD_CK1_1	hsa04110	Cell cycle 
P04637	MOD_GSK3_1	hsa04110	Cell cycle 
P04637	MOD_PIKK_1	hsa04110	Cell cycle 
P04637	MOD_SUMO_for_1	hsa04110	Cell cycle 
P04637	TRG_NES_CRM1_1	hsa04110	Cell cycle 
P04637	TRG_NLS_Bipartite_1	hsa04110	Cell cycle 
P04637	DEG_MDM2_SWIB_1	hsa04115	p53 signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04115	p53 signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04115	p53 signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04115	p53 signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04115	p53 signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04115	p53 signaling pathway 
P04637	MOD_CK1_1	hsa04115	p53 signaling pathway 
P04637	MOD_GSK3_1	hsa04115	p53 signaling pathway 
P04637	MOD_PIKK_1	hsa04115	p53 signaling pathway 
P04637	MOD_SUMO_for_1	hsa04115	p53 signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04115	p53 signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04115	p53 signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04151	PI3K Akt signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04151	PI3K Akt signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04151	PI3K Akt signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04151	PI3K Akt signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04151	PI3K Akt signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04151	PI3K Akt signaling pathway 
P04637	MOD_CK1_1	hsa04151	PI3K Akt signaling pathway 
P04637	MOD_GSK3_1	hsa04151	PI3K Akt signaling pathway 
P04637	MOD_PIKK_1	hsa04151	PI3K Akt signaling pathway 
P04637	MOD_SUMO_for_1	hsa04151	PI3K Akt signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04151	PI3K Akt signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04151	PI3K Akt signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04210	Apoptosis 
P04637	DOC_CYCLIN_RXL_1	hsa04210	Apoptosis 
P04637	DOC_USP7_MATH_1	hsa04210	Apoptosis 
P04637	DOC_USP7_UBL2_3	hsa04210	Apoptosis 
P04637	DOC_WW_Pin1_4	hsa04210	Apoptosis 
P04637	MOD_CDK_SPxxK_3	hsa04210	Apoptosis 
P04637	MOD_CK1_1	hsa04210	Apoptosis 
P04637	MOD_GSK3_1	hsa04210	Apoptosis 
P04637	MOD_PIKK_1	hsa04210	Apoptosis 
P04637	MOD_SUMO_for_1	hsa04210	Apoptosis 
P04637	TRG_NES_CRM1_1	hsa04210	Apoptosis 
P04637	TRG_NLS_Bipartite_1	hsa04210	Apoptosis 
P04637	DEG_MDM2_SWIB_1	hsa04310	Wnt signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04310	Wnt signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04310	Wnt signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04310	Wnt signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04310	Wnt signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04310	Wnt signaling pathway 
P04637	MOD_CK1_1	hsa04310	Wnt signaling pathway 
P04637	MOD_GSK3_1	hsa04310	Wnt signaling pathway 
P04637	MOD_PIKK_1	hsa04310	Wnt signaling pathway 
P04637	MOD_SUMO_for_1	hsa04310	Wnt signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04310	Wnt signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04310	Wnt signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04722	Neurotrophin signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04722	Neurotrophin signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04722	Neurotrophin signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04722	Neurotrophin signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04722	Neurotrophin signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04722	Neurotrophin signaling pathway 
P04637	MOD_CK1_1	hsa04722	Neurotrophin signaling pathway 
P04637	MOD_GSK3_1	hsa04722	Neurotrophin signaling pathway 
P04637	MOD_PIKK_1	hsa04722	Neurotrophin signaling pathway 
P04637	MOD_SUMO_for_1	hsa04722	Neurotrophin signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04722	Neurotrophin signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04722	Neurotrophin signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa04919	Thyroid hormone signaling pathway 
P04637	DOC_CYCLIN_RXL_1	hsa04919	Thyroid hormone signaling pathway 
P04637	DOC_USP7_MATH_1	hsa04919	Thyroid hormone signaling pathway 
P04637	DOC_USP7_UBL2_3	hsa04919	Thyroid hormone signaling pathway 
P04637	DOC_WW_Pin1_4	hsa04919	Thyroid hormone signaling pathway 
P04637	MOD_CDK_SPxxK_3	hsa04919	Thyroid hormone signaling pathway 
P04637	MOD_CK1_1	hsa04919	Thyroid hormone signaling pathway 
P04637	MOD_GSK3_1	hsa04919	Thyroid hormone signaling pathway 
P04637	MOD_PIKK_1	hsa04919	Thyroid hormone signaling pathway 
P04637	MOD_SUMO_for_1	hsa04919	Thyroid hormone signaling pathway 
P04637	TRG_NES_CRM1_1	hsa04919	Thyroid hormone signaling pathway 
P04637	TRG_NLS_Bipartite_1	hsa04919	Thyroid hormone signaling pathway 
P04637	DEG_MDM2_SWIB_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	DOC_CYCLIN_RXL_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	DOC_USP7_MATH_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	DOC_USP7_UBL2_3	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	DOC_WW_Pin1_4	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	MOD_CDK_SPxxK_3	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	MOD_CK1_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	MOD_GSK3_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	MOD_PIKK_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	MOD_SUMO_for_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	TRG_NES_CRM1_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	TRG_NLS_Bipartite_1	hsa05014	Amyotrophic lateral sclerosis (ALS) 
P04637	DEG_MDM2_SWIB_1	hsa05016	Huntington's disease 
P04637	DOC_CYCLIN_RXL_1	hsa05016	Huntington's disease 
P04637	DOC_USP7_MATH_1	hsa05016	Huntington's disease 
P04637	DOC_USP7_UBL2_3	hsa05016	Huntington's disease 
P04637	DOC_WW_Pin1_4	hsa05016	Huntington's disease 
P04637	MOD_CDK_SPxxK_3	hsa05016	Huntington's disease 
P04637	MOD_CK1_1	hsa05016	Huntington's disease 
P04637	MOD_GSK3_1	hsa05016	Huntington's disease 
P04637	MOD_PIKK_1	hsa05016	Huntington's disease 
P04637	MOD_SUMO_for_1	hsa05016	Huntington's disease 
P04637	TRG_NES_CRM1_1	hsa05016	Huntington's disease 
P04637	TRG_NLS_Bipartite_1	hsa05016	Huntington's disease 
P04637	DEG_MDM2_SWIB_1	hsa05160	Hepatitis C 
P04637	DOC_CYCLIN_RXL_1	hsa05160	Hepatitis C 
P04637	DOC_USP7_MATH_1	hsa05160	Hepatitis C 
P04637	DOC_USP7_UBL2_3	hsa05160	Hepatitis C 
P04637	DOC_WW_Pin1_4	hsa05160	Hepatitis C 
P04637	MOD_CDK_SPxxK_3	hsa05160	Hepatitis C 
P04637	MOD_CK1_1	hsa05160	Hepatitis C 
P04637	MOD_GSK3_1	hsa05160	Hepatitis C 
P04637	MOD_PIKK_1	hsa05160	Hepatitis C 
P04637	MOD_SUMO_for_1	hsa05160	Hepatitis C 
P04637	TRG_NES_CRM1_1	hsa05160	Hepatitis C 
P04637	TRG_NLS_Bipartite_1	hsa05160	Hepatitis C 
P04637	DEG_MDM2_SWIB_1	hsa05161	Hepatitis B 
P04637	DOC_CYCLIN_RXL_1	hsa05161	Hepatitis B 
P04637	DOC_USP7_MATH_1	hsa05161	Hepatitis B 
P04637	DOC_USP7_UBL2_3	hsa05161	Hepatitis B 
P04637	DOC_WW_Pin1_4	hsa05161	Hepatitis B 
P04637	MOD_CDK_SPxxK_3	hsa05161	Hepatitis B 
P04637	MOD_CK1_1	hsa05161	Hepatitis B 
P04637	MOD_GSK3_1	hsa05161	Hepatitis B 
P04637	MOD_PIKK_1	hsa05161	Hepatitis B 
P04637	MOD_SUMO_for_1	hsa05161	Hepatitis B 
P04637	TRG_NES_CRM1_1	hsa05161	Hepatitis B 
P04637	TRG_NLS_Bipartite_1	hsa05161	Hepatitis B 
P04637	DEG_MDM2_SWIB_1	hsa05162	Measles 
P04637	DOC_CYCLIN_RXL_1	hsa05162	Measles 
P04637	DOC_USP7_MATH_1	hsa05162	Measles 
P04637	DOC_USP7_UBL2_3	hsa05162	Measles 
P04637	DOC_WW_Pin1_4	hsa05162	Measles 
P04637	MOD_CDK_SPxxK_3	hsa05162	Measles 
P04637	MOD_CK1_1	hsa05162	Measles 
P04637	MOD_GSK3_1	hsa05162	Measles 
P04637	MOD_PIKK_1	hsa05162	Measles 
P04637	MOD_SUMO_for_1	hsa05162	Measles 
P04637	TRG_NES_CRM1_1	hsa05162	Measles 
P04637	TRG_NLS_Bipartite_1	hsa05162	Measles 
P04637	DEG_MDM2_SWIB_1	hsa05166	HTLV I infection 
P04637	DOC_CYCLIN_RXL_1	hsa05166	HTLV I infection 
P04637	DOC_USP7_MATH_1	hsa05166	HTLV I infection 
P04637	DOC_USP7_UBL2_3	hsa05166	HTLV I infection 
P04637	DOC_WW_Pin1_4	hsa05166	HTLV I infection 
P04637	MOD_CDK_SPxxK_3	hsa05166	HTLV I infection 
P04637	MOD_CK1_1	hsa05166	HTLV I infection 
P04637	MOD_GSK3_1	hsa05166	HTLV I infection 
P04637	MOD_PIKK_1	hsa05166	HTLV I infection 
P04637	MOD_SUMO_for_1	hsa05166	HTLV I infection 
P04637	TRG_NES_CRM1_1	hsa05166	HTLV I infection 
P04637	TRG_NLS_Bipartite_1	hsa05166	HTLV I infection 
P04637	DEG_MDM2_SWIB_1	hsa05168	Herpes simplex infection 
P04637	DOC_CYCLIN_RXL_1	hsa05168	Herpes simplex infection 
P04637	DOC_USP7_MATH_1	hsa05168	Herpes simplex infection 
P04637	DOC_USP7_UBL2_3	hsa05168	Herpes simplex infection 
P04637	DOC_WW_Pin1_4	hsa05168	Herpes simplex infection 
P04637	MOD_CDK_SPxxK_3	hsa05168	Herpes simplex infection 
P04637	MOD_CK1_1	hsa05168	Herpes simplex infection 
P04637	MOD_GSK3_1	hsa05168	Herpes simplex infection 
P04637	MOD_PIKK_1	hsa05168	Herpes simplex infection 
P04637	MOD_SUMO_for_1	hsa05168	Herpes simplex infection 
P04637	TRG_NES_CRM1_1	hsa05168	Herpes simplex infection 
P04637	TRG_NLS_Bipartite_1	hsa05168	Herpes simplex infection 
P04637	DEG_MDM2_SWIB_1	hsa05169	Epstein Barr virus infection 
P04637	DOC_CYCLIN_RXL_1	hsa05169	Epstein Barr virus infection 
P04637	DOC_USP7_MATH_1	hsa05169	Epstein Barr virus infection 
P04637	DOC_USP7_UBL2_3	hsa05169	Epstein Barr virus infection 
P04637	DOC_WW_Pin1_4	hsa05169	Epstein Barr virus infection 
P04637	MOD_CDK_SPxxK_3	hsa05169	Epstein Barr virus infection 
P04637	MOD_CK1_1	hsa05169	Epstein Barr virus infection 
P04637	MOD_GSK3_1	hsa05169	Epstein Barr virus infection 
P04637	MOD_PIKK_1	hsa05169	Epstein Barr virus infection 
P04637	MOD_SUMO_for_1	hsa05169	Epstein Barr virus infection 
P04637	TRG_NES_CRM1_1	hsa05169	Epstein Barr virus infection 
P04637	TRG_NLS_Bipartite_1	hsa05169	Epstein Barr virus infection 
P04637	DEG_MDM2_SWIB_1	hsa05200	Pathways in cancer 
P04637	DOC_CYCLIN_RXL_1	hsa05200	Pathways in cancer 
P04637	DOC_USP7_MATH_1	hsa05200	Pathways in cancer 
P04637	DOC_USP7_UBL2_3	hsa05200	Pathways in cancer 
P04637	DOC_WW_Pin1_4	hsa05200	Pathways in cancer 
P04637	MOD_CDK_SPxxK_3	hsa05200	Pathways in cancer 
P04637	MOD_CK1_1	hsa05200	Pathways in cancer 
P04637	MOD_GSK3_1	hsa05200	Pathways in cancer 
P04637	MOD_PIKK_1	hsa05200	Pathways in cancer 
P04637	MOD_SUMO_for_1	hsa05200	Pathways in cancer 
P04637	TRG_NES_CRM1_1	hsa05200	Pathways in cancer 
P04637	TRG_NLS_Bipartite_1	hsa05200	Pathways in cancer 
P04637	DEG_MDM2_SWIB_1	hsa05202	Transcriptional misregulation in cancer 
P04637	DOC_CYCLIN_RXL_1	hsa05202	Transcriptional misregulation in cancer 
P04637	DOC_USP7_MATH_1	hsa05202	Transcriptional misregulation in cancer 
P04637	DOC_USP7_UBL2_3	hsa05202	Transcriptional misregulation in cancer 
P04637	DOC_WW_Pin1_4	hsa05202	Transcriptional misregulation in cancer 
P04637	MOD_CDK_SPxxK_3	hsa05202	Transcriptional misregulation in cancer 
P04637	MOD_CK1_1	hsa05202	Transcriptional misregulation in cancer 
P04637	MOD_GSK3_1	hsa05202	Transcriptional misregulation in cancer 
P04637	MOD_PIKK_1	hsa05202	Transcriptional misregulation in cancer 
P04637	MOD_SUMO_for_1	hsa05202	Transcriptional misregulation in cancer 
P04637	TRG_NES_CRM1_1	hsa05202	Transcriptional misregulation in cancer 
P04637	TRG_NLS_Bipartite_1	hsa05202	Transcriptional misregulation in cancer 
P04637	DEG_MDM2_SWIB_1	hsa05203	Viral carcinogenesis 
P04637	DOC_CYCLIN_RXL_1	hsa05203	Viral carcinogenesis 
P04637	DOC_USP7_MATH_1	hsa05203	Viral carcinogenesis 
P04637	DOC_USP7_UBL2_3	hsa05203	Viral carcinogenesis 
P04637	DOC_WW_Pin1_4	hsa05203	Viral carcinogenesis 
P04637	MOD_CDK_SPxxK_3	hsa05203	Viral carcinogenesis 
P04637	MOD_CK1_1	hsa05203	Viral carcinogenesis 
P04637	MOD_GSK3_1	hsa05203	Viral carcinogenesis 
P04637	MOD_PIKK_1	hsa05203	Viral carcinogenesis 
P04637	MOD_SUMO_for_1	hsa05203	Viral carcinogenesis 
P04637	TRG_NES_CRM1_1	hsa05203	Viral carcinogenesis 
P04637	TRG_NLS_Bipartite_1	hsa05203	Viral carcinogenesis 
P04637	DEG_MDM2_SWIB_1	hsa05205	Proteoglycans in cancer 
P04637	DOC_CYCLIN_RXL_1	hsa05205	Proteoglycans in cancer 
P04637	DOC_USP7_MATH_1	hsa05205	Proteoglycans in cancer 
P04637	DOC_USP7_UBL2_3	hsa05205	Proteoglycans in cancer 
P04637	DOC_WW_Pin1_4	hsa05205	Proteoglycans in cancer 
P04637	MOD_CDK_SPxxK_3	hsa05205	Proteoglycans in cancer 
P04637	MOD_CK1_1	hsa05205	Proteoglycans in cancer 
P04637	MOD_GSK3_1	hsa05205	Proteoglycans in cancer 
P04637	MOD_PIKK_1	hsa05205	Proteoglycans in cancer 
